difference_variable,multiplier,multiplier unit,annual change,output_variable_name,output_display_name,sum,natural multiplier units,display_notes,internal_notes
emission_co2e_subsector_total_*, 1.00 ,N/A,1,change_in_emissions,Change in Emissions,1,N/A,N/A,none
































