difference_variable,multiplier,multiplier unit,annual change,output_variable_name,output_display_name,sum,natural multiplier units,display_notes,internal_notes
demand_soil_fertilizer_n_kt,-200000,$/kt,1,cb:soil:technical_cost:agriculture_inputs:fertilizer,Cost savings (avoided fertilizer),0,$200/ton,"We use the average costs per ton of urea over the past five years as a cost of fertilier. This cost is available for download at https://www.indexmundi.com/commodities/?commodity=urea&months=60, accessed June 17, 2023.",none
demand_soil_fertilizer_n_kt,-60000,$/kt,1,cb:soil:land_pollution:N_leaching:fertilizer,Cost savings (avoided fertilizer),0,$60/ton,"Good and Beatty (2011, Box 2 and Tbale 4) estimate the total environmental cost of nitrate leaching and runoff to be 44% of the total cost of excess fertilizer applied, of which 70% of is attributed to nitrate leaching and runoff. The value of avoided nitrate leaching and runoff is estimated at 30% of the per-ton cost of fertilizer in the prior table.",
