Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
PP,Producer Prices,740,Suriname,5532,Producer Price (USD/tonne),1321,Pomelos and grapefruits,2019,2019,7021,Annual value,USD,1202.7,A,Official figure
PP,Producer Prices,740,Suriname,5532,Producer Price (USD/tonne),1324,"Tangerines, mandarins, clementines",2019,2019,7021,Annual value,USD,1609,A,Official figure
PP,Producer Prices,740,Suriname,5532,Producer Price (USD/tonne),1221,Watermelons,2019,2019,7021,Annual value,USD,602,A,Official figure
PP,Producer Prices,780,Trinidad and Tobago,5532,Producer Price (USD/tonne),1317,Papayas,2019,2019,7021,Annual value,USD,806.9,A,Official figure
PP,Producer Prices,780,Trinidad and Tobago,5532,Producer Price (USD/tonne),1318,Pineapples,2019,2019,7021,Annual value,USD,969.7,A,Official figure
PP,Producer Prices,780,Trinidad and Tobago,5532,Producer Price (USD/tonne),1221,Watermelons,2019,2019,7021,Annual value,USD,430.8,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1341,Apples,2019,2019,7021,Annual value,USD,879.3,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1229,Cantaloupes and other melons,2019,2019,7021,Annual value,USD,964.4,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1330,Grapes,2019,2019,7021,Annual value,USD,1205.5,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1322,Lemons and limes,2019,2019,7021,Annual value,USD,530.4,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1323,Oranges,2019,2019,7021,Annual value,USD,465.2,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1345,Peaches and nectarines,2019,2019,7021,Annual value,USD,1205.5,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1342.01,Pears,2019,2019,7021,Annual value,USD,964.4,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1346,Plums and sloes,2019,2019,7021,Annual value,USD,1205.5,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1321,Pomelos and grapefruits,2019,2019,7021,Annual value,USD,723.3,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1342.02,Quinces,2019,2019,7021,Annual value,USD,482.2,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1324,"Tangerines, mandarins, clementines",2019,2019,7021,Annual value,USD,489.4,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1221,Watermelons,2019,2019,7021,Annual value,USD,434,A,Official figure
,,,,,,,,,,,,,697.35,,
