"","region","time_period","strategy_id","difference_variable","difference_value","variable","value","future_id"
"1402","chile",14,3023,"change_in_emissions:3025",-2.88850122818733,"cost",349932909.977857,3
"1403","chile",14,3023,"change_in_emissions:3029",-0.115671823912187,"cost",92724.0925940351,10
"1404","chile",14,3023,"change_in_emissions:3027",-0.14928550212482,"cost",7021138.03866089,3
"1405","chile",14,3023,"change_in_emissions:3027",-0.148363960635748,"cost",12385625.5416692,6
"1406","chile",14,3023,"change_in_emissions:3025",-2.91206304474514,"cost",150053492.854198,8
"1407","chile",14,3023,"change_in_emissions:3025",-2.9160809313547,"cost",247481595.289181,7
"1408","chile",14,3023,"change_in_emissions:3027",-0.148898498950296,"cost",7366344.64307123,4
"1409","chile",14,3023,"change_in_emissions:3025",-2.92937819714638,"cost",271165964.586754,2
"1410","chile",14,3023,"change_in_emissions:3029",-0.169964162883671,"cost",125291.980347799,9
"1411","chile",14,3023,"change_in_emissions:3027",-0.152519549745711,"cost",9601667.6919397,11
"1412","chile",14,3023,"change_in_emissions:3029",-0.17943933995054,"cost",215280.80487899,3
"1413","chile",14,3023,"change_in_emissions:3027",-0.151815169256951,"cost",9377600.75747292,5
"1414","chile",14,3023,"change_in_emissions:3025",-2.93744735164917,"cost",197094779.696098,5
"1415","chile",14,3023,"change_in_emissions:3029",-0.154659785424855,"cost",289564.751038451,8
"1416","chile",14,3023,"change_in_emissions:3029",-0.113630223806591,"cost",158777.659723183,11
"1417","chile",14,3023,"change_in_emissions:3027",-0.148160537430008,"cost",9296712.38687176,1
"1418","chile",14,3023,"change_in_emissions:3027",-0.151398133678113,"cost",8146213.16092608,2
"1419","chile",14,3023,"change_in_emissions:3029",-0.202331066027946,"cost",197458.975192528,1
"1420","chile",15,3023,"change_in_emissions:3029",-0.250403776397811,"cost",204269.937891871,6
"1421","chile",15,3023,"change_in_emissions:3025",-3.79611705362141,"cost",442298245.572432,3
"1422","chile",15,3023,"change_in_emissions:3025",-3.87295534884246,"cost",213796370.580356,10
"1423","chile",15,3023,"change_in_emissions:3027",-0.190120596088157,"cost",18493244.5807922,8
"1424","chile",15,3023,"change_in_emissions:3025",-3.76850551451255,"cost",229048914.613499,1
"1425","chile",15,3023,"change_in_emissions:3025",-3.78661995300962,"cost",158786800.347987,4
"1426","chile",15,3023,"change_in_emissions:3029",-0.195305720124558,"cost",324546.713448451,8
"1427","chile",15,3023,"change_in_emissions:3025",-3.847930873855,"cost",342570833.44552,2
"1428","chile",15,3023,"change_in_emissions:3025",-3.83108148875976,"cost",312700166.902702,7
"1429","chile",15,3023,"change_in_emissions:3025",-3.7734994868354,"cost",263182141.331729,6
"1430","chile",15,3023,"change_in_emissions:3025",-3.87541356165621,"cost",171130184.744422,11
"1431","chile",15,3023,"change_in_emissions:3027",-0.189203896565822,"cost",8072210.86721325,9
"1432","chile",15,3023,"change_in_emissions:3029",-0.236631329598298,"cost",143672.922520229,4
"1433","chile",15,3023,"change_in_emissions:3027",-0.192576584067696,"cost",12127098.1751078,11
"1434","chile",15,3023,"change_in_emissions:3029",-0.189960416567276,"cost",213969.635550839,7
"1435","chile",15,3023,"change_in_emissions:3029",-0.14600576567137,"cost",103879.290941296,10
"1436","chile",15,3023,"change_in_emissions:3029",-0.214670092182069,"cost",140453.129034996,9
"1437","chile",15,3023,"change_in_emissions:3029",-0.143425399642473,"cost",177875.267045877,11
"1438","chile",15,3023,"change_in_emissions:3025",-3.85815290653751,"cost",248970479.239027,5
"1439","chile",15,3023,"change_in_emissions:3025",-3.80754155661849,"cost",223848567.791844,9
"1440","chile",15,3023,"change_in_emissions:3027",-0.187512282133163,"cost",15658548.5981149,6
"1441","chile",15,3023,"change_in_emissions:3025",-3.82598922915366,"cost",189606171.30497,8
"1442","chile",15,3023,"change_in_emissions:3027",-0.191718869671891,"cost",11846053.4717787,5
"1443","chile",15,3023,"change_in_emissions:3027",-0.190373640039345,"cost",14850725.930073,7
"1444","chile",15,3023,"change_in_emissions:3029",-0.161543769156978,"cost",148115.648621038,5
"1445","chile",15,3023,"change_in_emissions:3027",-0.192454430852548,"cost",22623104.0180488,10
"1446","chile",15,3023,"change_in_emissions:3029",-0.255645908592005,"cost",221435.433951915,1
"1447","chile",15,3023,"change_in_emissions:3029",-0.226662300206452,"cost",241357.555831077,3
"1448","chile",15,3023,"change_in_emissions:3027",-0.188636191538514,"cost",8874566.65821685,3
"1449","chile",15,3023,"change_in_emissions:3027",-0.191210917654665,"cost",10291535.8697387,2
"1450","chile",15,3023,"change_in_emissions:3027",-0.188164262758458,"cost",9311745.87799701,4
"1451","chile",15,3023,"change_in_emissions:3029",-0.172273753856709,"cost",124420.39460955,2
"1452","chile",15,3023,"change_in_emissions:3027",-0.187264122261819,"cost",11753945.9100769,1
"1453","chile",16,3023,"change_in_emissions:3025",-4.86069712602631,"cost",423287211.838247,2
"1454","chile",16,3023,"change_in_emissions:3029",-0.173328396735713,"cost",162373.353044312,5
"1455","chile",16,3023,"change_in_emissions:3025",-4.79405683264938,"cost",196643375.829532,4
"1456","chile",16,3023,"change_in_emissions:3029",-0.209801309093902,"cost",356208.888530227,8
"1457","chile",16,3023,"change_in_emissions:3027",-0.221038997874234,"cost",14978976.2271523,11
"1458","chile",16,3023,"change_in_emissions:3027",-0.218866868768455,"cost",18373026.7820354,7
"1459","chile",16,3023,"change_in_emissions:3029",-0.156571708948997,"cost",113816.85169924,10
"1460","chile",16,3023,"change_in_emissions:3025",-4.80439916019865,"cost",547555528.386569,3
"1461","chile",16,3023,"change_in_emissions:3025",-4.87177848349235,"cost",307517203.909992,5
"1462","chile",16,3023,"change_in_emissions:3025",-4.77431015156881,"cost",283846259.867025,1
"1463","chile",16,3023,"change_in_emissions:3025",-4.89047128239357,"cost",211238338.102498,11
"1464","chile",16,3023,"change_in_emissions:3029",-0.230759556949929,"cost",154260.195948922,9
"1465","chile",16,3023,"change_in_emissions:3029",-0.254562902439385,"cost",157918.169835266,4
"1466","chile",16,3023,"change_in_emissions:3025",-4.81683084094796,"cost",277003034.998807,9
"1467","chile",16,3023,"change_in_emissions:3027",-0.21668126788842,"cost",11539185.4833396,4
"1468","chile",16,3023,"change_in_emissions:3027",-0.216034934311394,"cost",19413577.9696061,6
"1469","chile",16,3023,"change_in_emissions:3025",-4.88781055540764,"cost",263928122.149541,10
"1470","chile",16,3023,"change_in_emissions:3029",-0.153790722709385,"cost",194874.018275035,11
"1471","chile",16,3023,"change_in_emissions:3029",-0.204021045688751,"cost",234800.116973166,7
"1472","chile",16,3023,"change_in_emissions:3029",-0.243753123475887,"cost",265195.471068647,3
"1473","chile",16,3023,"change_in_emissions:3027",-0.22091873862055,"cost",27945806.4602814,10
"1474","chile",16,3023,"change_in_emissions:3029",-0.275202091899074,"cost",243553.462376489,1
"1475","chile",16,3023,"change_in_emissions:3027",-0.217148719302644,"cost",10993582.0605325,3
"1476","chile",16,3023,"change_in_emissions:3027",-0.215788759509298,"cost",14575308.0034283,1
"1477","chile",16,3023,"change_in_emissions:3027",-0.219693268739772,"cost",12724598.0038779,2
"1478","chile",16,3023,"change_in_emissions:3027",-0.217710605079299,"cost",9995437.79878289,9
"1479","chile",16,3023,"change_in_emissions:3027",-0.218616910622923,"cost",22883766.7793383,8
"1480","chile",16,3023,"change_in_emissions:3029",-0.269509318027672,"cost",224632.0258175,6
"1481","chile",16,3023,"change_in_emissions:3025",-4.77975675063812,"cost",326085419.791417,6
"1482","chile",16,3023,"change_in_emissions:3029",-0.184910608211103,"cost",136448.44492431,2
"1483","chile",16,3023,"change_in_emissions:3025",-4.83688278326036,"cost",234470253.507626,8
"1484","chile",16,3023,"change_in_emissions:3025",-4.84241308851998,"cost",386617957.971365,7
"1485","chile",16,3023,"change_in_emissions:3027",-0.220194122749118,"cost",14641122.2133367,5
"1486","chile",17,3023,"change_in_emissions:3027",-0.257459250838745,"cost",23153438.708062,6
"1487","chile",17,3023,"change_in_emissions:3025",-5.80295432232797,"cost",366304455.584325,5
"1488","chile",17,3023,"change_in_emissions:3027",-0.263278910949196,"cost",33329251.8817356,10
"1489","chile",17,3023,"change_in_emissions:3027",-0.260536000001991,"cost",27292096.7292691,8
"1490","chile",17,3023,"change_in_emissions:3025",-5.82521768594847,"cost",251620113.253525,11
"1491","chile",17,3023,"change_in_emissions:3029",-0.2429964514378,"cost",248382.973386128,7
"1492","chile",17,3023,"change_in_emissions:3027",-0.258786466503747,"cost",13111395.3036828,3
"1493","chile",17,3023,"change_in_emissions:3029",-0.183170131100575,"cost",206146.99535037,11
"1494","chile",17,3023,"change_in_emissions:3029",-0.320995782365903,"cost",237626.989117617,6
"1495","chile",17,3023,"change_in_emissions:3029",-0.206440266461222,"cost",171766.315790384,5
"1496","chile",17,3023,"change_in_emissions:3029",-0.186482393557163,"cost",120400.880186337,10
"1497","chile",17,3023,"change_in_emissions:3025",-5.73751087169985,"cost",329957359.18971,9
"1498","chile",17,3023,"change_in_emissions:3027",-0.263422214466152,"cost",17864506.5786144,11
"1499","chile",17,3023,"change_in_emissions:3029",-0.290319029189396,"cost",280536.882758596,3
"1500","chile",17,3023,"change_in_emissions:3025",-5.7103866479426,"cost",234235557.809193,4
"1501","chile",17,3023,"change_in_emissions:3029",-0.303193944372841,"cost",167053.685580083,4
"1502","chile",17,3023,"change_in_emissions:3025",-5.76139304771078,"cost",279293519.88099,8
"1503","chile",17,3023,"change_in_emissions:3025",-5.78975627487648,"cost",504206028.992836,2
"1504","chile",17,3023,"change_in_emissions:3025",-5.82204872700884,"cost",314382456.994264,10
"1505","chile",17,3023,"change_in_emissions:3029",-0.24988098380243,"cost",376815.115880957,8
"1506","chile",17,3023,"change_in_emissions:3027",-0.260833856139111,"cost",21912404.9813035,7
"1507","chile",17,3023,"change_in_emissions:3027",-0.259456023934102,"cost",11920964.5083304,9
"1508","chile",17,3023,"change_in_emissions:3025",-5.72270453582206,"cost",652231207.233411,3
"1509","chile",17,3023,"change_in_emissions:3029",-0.327776129142148,"cost",257643.060677476,1
"1510","chile",17,3023,"change_in_emissions:3029",-0.274843135881248,"cost",163184.02003224,9
"1511","chile",17,3023,"change_in_emissions:3029",-0.220235142919583,"cost",144341.739356733,2
"1512","chile",17,3023,"change_in_emissions:3025",-5.76797972393829,"cost",460526979.500745,7
"1513","chile",17,3023,"change_in_emissions:3025",-5.6868680001297,"cost",338109100.569054,1
"1514","chile",17,3023,"change_in_emissions:3027",-0.262415442726012,"cost",17461575.7522725,5
"1515","chile",17,3023,"change_in_emissions:3027",-0.257165902243351,"cost",17383119.1822806,1
"1516","chile",17,3023,"change_in_emissions:3027",-0.258229439199758,"cost",13762107.273164,4
"1517","chile",17,3023,"change_in_emissions:3025",-5.69335499831055,"cost",388423068.440619,6
"1518","chile",17,3023,"change_in_emissions:3027",-0.261818613719143,"cost",15175857.4984788,2
"1519","chile",18,3023,"change_in_emissions:3029",-0.374665781928279,"cost",246339.695963202,6
"1520","chile",18,3023,"change_in_emissions:3029",-0.353887954019516,"cost",173179.008784171,4
"1521","chile",18,3023,"change_in_emissions:3025",-6.69352357660104,"cost",384947073.271457,9
"1522","chile",18,3023,"change_in_emissions:3027",-0.302233682075163,"cost",15324040.9795244,3
"1523","chile",18,3023,"change_in_emissions:3025",-6.72908460624075,"cost",537278260.964017,7
"1524","chile",18,3023,"change_in_emissions:3025",-6.79588903242133,"cost",293556296.436981,11
"1525","chile",18,3023,"change_in_emissions:3027",-0.307650072100389,"cost",20879434.9868652,11
"1526","chile",18,3023,"change_in_emissions:3027",-0.30748263558263,"cost",38954100.4192256,10
"1527","chile",18,3023,"change_in_emissions:3029",-0.283626663196862,"cost",257491.487919209,7
"1528","chile",18,3023,"change_in_emissions:3027",-0.300682983679551,"cost",27060694.763352,6
"1529","chile",18,3023,"change_in_emissions:3029",-0.2409587319036,"cost",178065.666488257,5
"1530","chile",18,3023,"change_in_emissions:3025",-6.79219041474542,"cost",366778818.730526,10
"1531","chile",18,3023,"change_in_emissions:3025",-6.66186629031686,"cost",273272007.279151,4
"1532","chile",18,3023,"change_in_emissions:3029",-0.338860665364048,"cost",290823.538480576,3
"1533","chile",18,3023,"change_in_emissions:3027",-0.306473756838558,"cost",20408469.0588431,5
"1534","chile",18,3023,"change_in_emissions:3029",-0.320797541567248,"cost",169167.797534262,9
"1535","chile",18,3023,"change_in_emissions:3027",-0.304277820522016,"cost",31897933.5817013,8
"1536","chile",18,3023,"change_in_emissions:3029",-0.291662180107258,"cost",390633.205765985,8
"1537","chile",18,3023,"change_in_emissions:3029",-0.217664053110567,"cost",124816.634954415,10
"1538","chile",18,3023,"change_in_emissions:3025",-6.6762427559994,"cost",760929283.195587,3
"1539","chile",18,3023,"change_in_emissions:3025",-6.75450071274587,"cost",588237803.339862,2
"1540","chile",18,3023,"change_in_emissions:3027",-0.301582859102233,"cost",16084550.6535169,4
"1541","chile",18,3023,"change_in_emissions:3025",-6.76990461469645,"cost",427353756.614343,5
"1542","chile",18,3023,"change_in_emissions:3025",-6.72139710280934,"cost",325840329.790351,8
"1543","chile",18,3023,"change_in_emissions:3027",-0.303015985270327,"cost",13932731.5148175,9
"1544","chile",18,3023,"change_in_emissions:3025",-6.63441725587365,"cost",394455868.452559,1
"1545","chile",18,3023,"change_in_emissions:3027",-0.304625834000998,"cost",25610373.1902701,7
"1546","chile",18,3023,"change_in_emissions:3029",-0.382579606961248,"cost",267089.536992123,1
"1547","chile",18,3023,"change_in_emissions:3027",-0.300340240603718,"cost",20316595.7492673,1
"1548","chile",18,3023,"change_in_emissions:3027",-0.305776421799225,"cost",17736985.3358276,2
"1549","chile",18,3023,"change_in_emissions:3029",-0.213797998916895,"cost",213707.57682704,11
"1550","chile",18,3023,"change_in_emissions:3029",-0.25705996889352,"cost",149635.174858068,2
"1551","chile",18,3023,"change_in_emissions:3025",-6.64198833783078,"cost",453155010.395222,6
"1552","chile",19,3023,"change_in_emissions:3029",-0.430636124094334,"cost",251472.399471023,6
"1553","chile",19,3023,"change_in_emissions:3025",-7.72632178149526,"cost",616919437.603467,7
"1554","chile",19,3023,"change_in_emissions:3025",-7.68545252234955,"cost",442005884.533475,9
"1555","chile",19,3023,"change_in_emissions:3025",-7.61752424134295,"cost",452920384.37633,1
"1556","chile",19,3023,"change_in_emissions:3025",-7.80309926659555,"cost",337073519.376556,11
"1557","chile",19,3023,"change_in_emissions:3027",-0.35246823847686,"cost",23488642.342227,5
"1558","chile",19,3023,"change_in_emissions:3025",-7.71748672256476,"cost",374139495.06811,8
"1559","chile",19,3023,"change_in_emissions:3025",-7.79884845446357,"cost",421150440.054028,10
"1560","chile",19,3023,"change_in_emissions:3027",-0.345802231565924,"cost",31144307.2181379,6
"1561","chile",19,3023,"change_in_emissions:3027",-0.347587283540186,"cost",17636610.0920093,3
"1562","chile",19,3023,"change_in_emissions:3025",-7.64907006354366,"cost",313776386.061372,4
"1563","chile",19,3023,"change_in_emissions:3029",-0.245742003111433,"cost",218165.048821435,11
"1564","chile",19,3023,"change_in_emissions:3025",-7.7555320236136,"cost",675435149.376993,2
"1565","chile",19,3023,"change_in_emissions:3027",-0.35362962634639,"cost",44833435.403369,10
"1566","chile",19,3023,"change_in_emissions:3029",-0.276959873070324,"cost",181779.066874397,5
"1567","chile",19,3023,"change_in_emissions:3025",-7.77323553259133,"cost",490703534.406696,5
"1568","chile",19,3023,"change_in_emissions:3027",-0.348487820945654,"cost",16035375.1586516,9
"1569","chile",19,3023,"change_in_emissions:3027",-0.351665493648393,"cost",20413917.7542503,2
"1570","chile",19,3023,"change_in_emissions:3029",-0.368723300843311,"cost",172693.799335028,9
"1571","chile",19,3023,"change_in_emissions:3027",-0.350340989516007,"cost",29475482.2775242,7
"1572","chile",19,3023,"change_in_emissions:3029",-0.335236547431497,"cost",398776.811777077,8
"1573","chile",19,3023,"change_in_emissions:3029",-0.250185563328563,"cost",127419.970795113,10
"1574","chile",19,3023,"change_in_emissions:3027",-0.349940374142264,"cost",36711919.8126472,8
"1575","chile",19,3023,"change_in_emissions:3027",-0.353822374431531,"cost",24030776.5555589,11
"1576","chile",19,3023,"change_in_emissions:3025",-7.62622528847826,"cost",520320205.216237,6
"1577","chile",19,3023,"change_in_emissions:3025",-7.66559232334591,"cost",873715980.296999,3
"1578","chile",19,3023,"change_in_emissions:3029",-0.32600087312725,"cost",262859.744886166,7
"1579","chile",19,3023,"change_in_emissions:3027",-0.346838101068648,"cost",18511852.0250291,4
"1580","chile",19,3023,"change_in_emissions:3029",-0.389484037252424,"cost",296884.521555142,3
"1581","chile",19,3023,"change_in_emissions:3027",-0.345407692799688,"cost",23382460.6646233,1
"1582","chile",19,3023,"change_in_emissions:3029",-0.439731709995875,"cost",272654.293445248,1
"1583","chile",19,3023,"change_in_emissions:3029",-0.406755479526206,"cost",176787.835833676,4
"1584","chile",19,3023,"change_in_emissions:3029",-0.29546612687653,"cost",152755.3542448,2
"1585","chile",2,3023,"change_in_emissions:3025",1.09115238637452e-14,"cost",0,11
"1586","chile",2,3023,"change_in_emissions:3027",2.92243986425157e-15,"cost",0,3
"1587","chile",2,3023,"change_in_emissions:3025",6.6613396156286e-15,"cost",0,6
"1588","chile",2,3023,"change_in_emissions:3027",3.34407197734506e-15,"cost",0,8
"1589","chile",2,3023,"change_in_emissions:3029",6.43437737190982e-14,"cost",0,5
"1590","chile",2,3023,"change_in_emissions:3025",1.07503275904463e-14,"cost",0,10
"1591","chile",2,3023,"change_in_emissions:3029",6.83293098947224e-14,"cost",0,4
"1592","chile",2,3023,"change_in_emissions:3025",8.36017994336265e-15,"cost",0,8
"1593","chile",2,3023,"change_in_emissions:3025",7.02170788492045e-15,"cost",0,4
"1594","chile",2,3023,"change_in_emissions:3027",4.3646095454981e-15,"cost",0,11
"1595","chile",2,3023,"change_in_emissions:3029",6.61630954686252e-14,"cost",0,7
"1596","chile",2,3023,"change_in_emissions:3027",2.80868315396818e-15,"cost",0,4
"1597","chile",2,3023,"change_in_emissions:3025",8.5690039035613e-15,"cost",0,7
"1598","chile",2,3023,"change_in_emissions:3025",7.30609966062893e-15,"cost",0,3
"1599","chile",2,3023,"change_in_emissions:3027",2.61324228045508e-15,"cost",0,1
"1600","chile",2,3023,"change_in_emissions:3029",6.31092423069862e-14,"cost",0,10
"1601","chile",2,3023,"change_in_emissions:3027",3.42760156142452e-15,"cost",0,7
"1602","chile",2,3023,"change_in_emissions:3029",6.74103129829744e-14,"cost",0,9
"1603","chile",2,3023,"change_in_emissions:3027",4.30013103617852e-15,"cost",0,10
"1604","chile",2,3023,"change_in_emissions:3027",2.66453584625144e-15,"cost",0,6
"1605","chile",2,3023,"change_in_emissions:3025",7.67813425045476e-15,"cost",0,9
"1606","chile",2,3023,"change_in_emissions:3029",6.64554490129033e-14,"cost",0,8
"1607","chile",2,3023,"change_in_emissions:3025",9.33623554267162e-15,"cost",0,2
"1608","chile",2,3023,"change_in_emissions:3029",6.79311614087305e-14,"cost",0,3
"1609","chile",2,3023,"change_in_emissions:3027",3.73449421706865e-15,"cost",0,2
"1610","chile",2,3023,"change_in_emissions:3029",6.50889711738707e-14,"cost",0,2
"1611","chile",2,3023,"change_in_emissions:3027",3.94740777557509e-15,"cost",0,5
"1612","chile",2,3023,"change_in_emissions:3025",6.5331057011377e-15,"cost",0,1
"1613","chile",2,3023,"change_in_emissions:3029",6.8833825471731e-14,"cost",0,6
"1614","chile",2,3023,"change_in_emissions:3029",6.90133529520182e-14,"cost",0,1
"1615","chile",2,3023,"change_in_emissions:3025",9.86851943893772e-15,"cost",0,5
"1616","chile",2,3023,"change_in_emissions:3029",6.28835675243677e-14,"cost",0,11
"1617","chile",2,3023,"change_in_emissions:3027",3.0712537001819e-15,"cost",0,9
"1618","chile",20,3023,"change_in_emissions:3029",-0.461908556134749,"cost",178303.637178589,4
"1619","chile",20,3023,"change_in_emissions:3025",-8.64662510624016,"cost",589956827.558128,6
"1620","chile",20,3023,"change_in_emissions:3025",-8.81354443159452,"cost",556391515.831681,5
"1621","chile",20,3023,"change_in_emissions:3029",-0.335535765386256,"cost",154068.122369196,2
"1622","chile",20,3023,"change_in_emissions:3029",-0.284116747492052,"cost",128516.034978517,10
"1623","chile",20,3023,"change_in_emissions:3025",-8.76027633277259,"cost",699497247.899814,7
"1624","chile",20,3023,"change_in_emissions:3027",-0.392914554106708,"cost",35413389.468542,6
"1625","chile",20,3023,"change_in_emissions:3025",-8.75024469080176,"cost",424219281.868447,8
"1626","chile",20,3023,"change_in_emissions:3029",-0.279070752292108,"cost",220041.872921865,11
"1627","chile",20,3023,"change_in_emissions:3025",-8.71387218799424,"cost",501166847.811721,9
"1628","chile",20,3023,"change_in_emissions:3027",-0.402040478021197,"cost",27325668.1522339,11
"1629","chile",20,3023,"change_in_emissions:3027",-0.400499598154248,"cost",26709054.1247887,5
"1630","chile",20,3023,"change_in_emissions:3029",-0.370209487277094,"cost",265117.314015861,7
"1631","chile",20,3023,"change_in_emissions:3027",-0.392465633479742,"cost",26587551.040715,1
"1632","chile",20,3023,"change_in_emissions:3025",-8.84745361211226,"cost",382197938.192199,11
"1633","chile",20,3023,"change_in_emissions:3025",-8.79344291929062,"cost",765849710.700211,2
"1634","chile",20,3023,"change_in_emissions:3025",-8.69132259327289,"cost",990656223.337206,3
"1635","chile",20,3023,"change_in_emissions:3027",-0.398079022375888,"cost",33516430.1976888,7
"1636","chile",20,3023,"change_in_emissions:3027",-0.397623170747825,"cost",41744880.7710921,8
"1637","chile",20,3023,"change_in_emissions:3027",-0.39958615774869,"cost",23212693.4558693,2
"1638","chile",20,3023,"change_in_emissions:3029",-0.442296579671891,"cost",299430.959322814,3
"1639","chile",20,3023,"change_in_emissions:3025",-8.67256307515156,"cost",355771886.553681,4
"1640","chile",20,3023,"change_in_emissions:3029",-0.418722300308108,"cost",174175.666316895,9
"1641","chile",20,3023,"change_in_emissions:3027",-0.394945669480784,"cost",20054280.5870092,3
"1642","chile",20,3023,"change_in_emissions:3029",-0.499353218465729,"cost",274990.466478384,1
"1643","chile",20,3023,"change_in_emissions:3029",-0.314520812676804,"cost",183341.861102947,5
"1644","chile",20,3023,"change_in_emissions:3029",-0.38069698087598,"cost",402201.048500828,8
"1645","chile",20,3023,"change_in_emissions:3027",-0.394093211139254,"cost",21049438.7411529,4
"1646","chile",20,3023,"change_in_emissions:3025",-8.84262694721325,"cost",477529958.426828,10
"1647","chile",20,3023,"change_in_emissions:3029",-0.489025182078703,"cost",253627.487416318,6
"1648","chile",20,3023,"change_in_emissions:3027",-0.401821147720262,"cost",50980567.1443074,10
"1649","chile",20,3023,"change_in_emissions:3025",-8.6367459904801,"cost",513535783.821077,1
"1650","chile",20,3023,"change_in_emissions:3027",-0.395970354123215,"cost",18233611.1453542,9
"1651","chile",21,3023,"change_in_emissions:3025",-9.93830200610779,"cost",429337621.994991,11
"1652","chile",21,3023,"change_in_emissions:3027",-0.447966624115446,"cost",47068665.8110589,8
"1653","chile",21,3023,"change_in_emissions:3025",-9.90013108863161,"cost",625010850.286509,5
"1654","chile",21,3023,"change_in_emissions:3027",-0.442650792117405,"cost",39928713.2542643,6
"1655","chile",21,3023,"change_in_emissions:3025",-9.84016946588933,"cost",785755615.062948,7
"1656","chile",21,3023,"change_in_emissions:3025",-9.82887744741351,"cost",476530648.201407,8
"1657","chile",21,3023,"change_in_emissions:3029",-0.377777527622422,"cost",154082.111349946,2
"1658","chile",21,3023,"change_in_emissions:3025",-9.71224228214209,"cost",662689089.916338,6
"1659","chile",21,3023,"change_in_emissions:3029",-0.35411864492149,"cost",183359.396256606,5
"1660","chile",21,3023,"change_in_emissions:3025",-9.87750349430482,"cost",860297194.695638,2
"1661","chile",21,3023,"change_in_emissions:3029",-0.416813113389032,"cost",265139.266874032,7
"1662","chile",21,3023,"change_in_emissions:3025",-9.74143775395861,"cost",399635380.606019,4
"1663","chile",21,3023,"change_in_emissions:3027",-0.444943804188163,"cost",22611510.949254,3
"1664","chile",21,3023,"change_in_emissions:3025",-9.93286868345208,"cost",536427117.543525,10
"1665","chile",21,3023,"change_in_emissions:3025",-9.76255347368101,"cost",1112800312.50476,3
"1666","chile",21,3023,"change_in_emissions:3029",-0.497966577113597,"cost",299450.777779375,3
"1667","chile",21,3023,"change_in_emissions:3027",-0.442143993295452,"cost",29977479.9972283,1
"1668","chile",21,3023,"change_in_emissions:3029",-0.31420802755255,"cost",220064.716365117,11
"1669","chile",21,3023,"change_in_emissions:3025",-9.78793555752194,"cost",562961845.054536,9
"1670","chile",21,3023,"change_in_emissions:3027",-0.452953821322437,"cost",30811271.8965275,11
"1671","chile",21,3023,"change_in_emissions:3027",-0.448481275704412,"cost",37790920.3860931,7
"1672","chile",21,3023,"change_in_emissions:3029",-0.31988898247561,"cost",128529.227255246,10
"1673","chile",21,3023,"change_in_emissions:3029",-0.520044679135552,"cost",178314.632500688,4
"1674","chile",21,3023,"change_in_emissions:3027",-0.451214121429679,"cost",30115757.8141195,5
"1675","chile",21,3023,"change_in_emissions:3025",-9.70112256195914,"cost",576845177.793341,1
"1676","chile",21,3023,"change_in_emissions:3027",-0.443981421888615,"cost",23733459.84352,4
"1677","chile",21,3023,"change_in_emissions:3029",-0.471427664685478,"cost",174188.140997771,9
"1678","chile",21,3023,"change_in_emissions:3029",-0.550570780723278,"cost",253641.542349651,6
"1679","chile",21,3023,"change_in_emissions:3029",-0.562197299728184,"cost",275005.05058966,1
"1680","chile",21,3023,"change_in_emissions:3027",-0.450182833055533,"cost",26173314.2916297,2
"1681","chile",21,3023,"change_in_emissions:3027",-0.446100632775361,"cost",20558789.7597349,9
"1682","chile",21,3023,"change_in_emissions:3027",-0.452706189055087,"cost",57483472.3145321,10
"1683","chile",21,3023,"change_in_emissions:3029",-0.428619783453815,"cost",402233.38013372,8
"1684","chile",22,3023,"change_in_emissions:3025",-11.0632636063124,"cost",597497103.526508,10
"1685","chile",22,3023,"change_in_emissions:3029",-0.614951124368119,"cost",251643.336554353,6
"1686","chile",22,3023,"change_in_emissions:3025",-11.0267046210534,"cost",696159679.758456,5
"1687","chile",22,3023,"change_in_emissions:3029",-0.526564071638166,"cost",172819.343764601,9
"1688","chile",22,3023,"change_in_emissions:3025",-10.947135886975,"cost",530767032.967412,8
"1689","chile",22,3023,"change_in_emissions:3029",-0.465568457105954,"cost",263059.405736462,7
"1690","chile",22,3023,"change_in_emissions:3025",-10.8168962267202,"cost",738090286.072282,6
"1691","chile",22,3023,"change_in_emissions:3027",-0.494728472288448,"cost",44662500.6321377,6
"1692","chile",22,3023,"change_in_emissions:3025",-10.8044799069148,"cost",642477103.118613,1
"1693","chile",22,3023,"change_in_emissions:3027",-0.501261915602516,"cost",42272693.7947497,7
"1694","chile",22,3023,"change_in_emissions:3027",-0.500685196546376,"cost",52650565.7499068,8
"1695","chile",22,3023,"change_in_emissions:3029",-0.357315729000155,"cost",127524.126394383,10
"1696","chile",22,3023,"change_in_emissions:3027",-0.497297891409108,"cost",25292578.0530754,3
"1697","chile",22,3023,"change_in_emissions:3029",-0.35097061279088,"cost",218344.120969627,11
"1698","chile",22,3023,"change_in_emissions:3029",-0.478754739855452,"cost",399076.901431373,8
"1699","chile",22,3023,"change_in_emissions:3027",-0.503168706965278,"cost",29277600.1303105,2
"1700","chile",22,3023,"change_in_emissions:3029",-0.580859986505007,"cost",176911.227110375,4
"1701","chile",22,3023,"change_in_emissions:3029",-0.395546799351523,"cost",181923.942950169,5
"1702","chile",22,3023,"change_in_emissions:3029",-0.556203131448039,"cost",297095.647591218,3
"1703","chile",22,3023,"change_in_emissions:3025",-11.0693312106936,"cost",478216605.464542,11
"1704","chile",22,3023,"change_in_emissions:3027",-0.506273999892274,"cost",34466198.4220769,11
